Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1998:Q1,GenX,2194607,967068,623287,343781,1227539,139740,12390,33344,23840,9504,28668,28249,419,373845,68461,13091,250962,77130,195107,34802,847397,845424,486239,351361,2496,5327,1973,1347211,20355388
1998:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,Silent,23851229,6163360,4956258,1207103,17687869,1981756,561327,1405980,972250,433729,514933,440006,74927,4882204,247206,397689,822845,4354548,2371808,147574,1556375,1549669,1022311,321946,8786,196625,6706,22294854,39214881
1998:Q2,BabyBoom,15357094,5332674,4122301,1210373,10024420,850077,233730,400856,267758,133098,53524,41426,12098,2697532,385568,309321,1371490,1845285,1717023,160015,3162972,3152474,2344384,674105,19678,114306,10498,12194122,42237409
1998:Q2,GenX,2280730,1009719,659487,350233,1271011,140759,10864,36367,24547,11820,33624,33107,517,385688,69744,16155,236616,90416,215421,35356,894396,892351,513006,371692,2066,5585,2046,1386334,20805492
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,23539143,6170654,4940184,1230470,17368488,1971935,585883,1434009,1019018,414990,517992,444112,73880,4525633,241741,402031,807681,4363897,2370291,147395,1574284,1567949,1031397,327581,9510,199462,6335,21964858,38968169
1998:Q3,BabyBoom,15279823,5513897,4293788,1220109,9765925,857838,270559,436633,302798,133835,83355,72488,10867,2300096,393939,294218,1295300,1909549,1762019,162417,3208971,3198434,2382821,684482,21995,109136,10537,12070851,42329502
1998:Q3,GenX,2153662,1081435,735285,346149,1072227,143072,19220,36824,24635,12190,36804,36202,603,247819,69192,12766,135549,103265,231348,36368,940883,939006,541938,388656,2254,6157,1877,1212779,21251148
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,24097086,6257095,5042063,1215033,17839991,2007572,610308,1336659,974265,362394,517899,443582,74316,5029865,250572,389566,840582,4328917,2382670,145381,1576228,1570368,1028210,326436,11641,204081,5860,22520858,38702219
1998:Q4,BabyBoom,16427054,5613528,4364119,1249409,10813527,909020,298387,430392,308873,121519,78226,66102,12124,2889589,404638,342728,1455701,2065515,1775511,163819,3292789,3282683,2443144,708826,24544,106169,10106,13134265,42440906
1998:Q4,GenX,2597309,1155949,786628,369321,1441361,165333,24899,37254,26719,10535,36590,36107,483,441711,79517,18558,263819,106801,229387,37494,994667,993017,577235,406010,3141,6631,1650,1602642,21692690
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,24029814,6274165,5059722,1214443,17755649,2001783,635011,1318930,918959,399971,517837,442871,74967,4999922,252684,378951,850167,4292827,2364424,143112,1564641,1558366,1020820,317330,11318,208898,6275,22465173,38419374
1999:Q1,BabyBoom,16782071,5741729,4474320,1267409,11040342,900103,325628,429495,304842,124654,75071,61680,13392,2922524,407659,363487,1494161,2196981,1760046,165186,3353453,3343013,2500033,714902,22428,105649,10441,13428617,42568958
1999:Q1,GenX,2719455,1234713,855295,379418,1484742,161980,30368,40463,28795,11668,36191,35854,338,455759,86584,18887,289475,109553,216908,38574,1029310,1027133,606784,410166,3124,7059,2177,1690145,22130327
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,24306482,6365732,5157202,1208529,17940751,1991755,635192,1256230,881058,375173,517119,441885,75234,5251346,257169,367195,865638,4256283,2401663,141159,1563080,1556837,1015277,313439,12348,215772,6243,22743402,38123269
1999:Q2,BabyBoom,17520701,5904061,4607683,1296377,11616640,885137,313308,427200,309714,117486,75918,61283,14635,3233616,413953,397756,1560820,2338851,1803179,166902,3456835,3446437,2567089,734365,22757,122227,10397,14063866,42709873
1999:Q2,GenX,2942868,1298537,898599,399938,1644332,155483,22926,41134,30226,10907,35528,35288,240,558506,95271,21940,337058,112608,224073,39805,1078148,1075813,641325,423777,3649,7061,2335,1864720,22564237
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,24114399,6417405,5201048,1216357,17696995,1999573,651696,1208131,843951,364180,516139,440310,75829,5014890,255635,358697,857192,4218530,2474788,141723,1564793,1558599,1015987,311421,10805,220385,6194,22549606,37817540
1999:Q3,BabyBoom,17750534,6094309,4773283,1321026,11656225,898045,328331,425791,312710,113080,99358,83455,15903,3064731,412920,393260,1522475,2455330,1885467,170518,3544574,3534232,2634646,759426,18998,121163,10341,14205960,42859863
1999:Q3,GenX,2979286,1392159,978840,413319,1587128,160953,24312,42076,31477,10599,33195,33094,102,507692,100887,16991,299701,114783,244551,41986,1144847,1142362,690626,441048,3158,7530,2485,1834439,22994598
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,24791228,6469920,5261264,1208656,18321308,2023758,688233,1056095,857346,198749,517330,441128,76202,5690391,271231,343134,886085,4182196,2493570,169287,1572573,1566170,1016211,309528,10690,229741,6403,23218655,37505821
1999:Q4,BabyBoom,19196132,6233040,4883912,1349128,12963092,937516,375122,422868,348615,74253,146494,129340,17155,3788293,434184,470014,1649528,2630902,1913604,194566,3635035,3624506,2665507,786010,17725,155265,10529,15561096,43015141
1999:Q4,GenX,3468592,1484138,1050829,433309,1984455,178430,36257,37567,32226,5341,29490,29490,0,743421,116539,28971,394633,118924,246126,54097,1213839,1210970,742544,458084,3233,7108,2869,2254753,23421587
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,24998266,6592673,5378108,1214565,18405593,2036765,715211,957221,801990,155231,516234,441121,75114,5883711,274504,330984,899060,4144938,2477966,169001,1570706,1564633,1014080,300295,11584,238674,6073,23427560,37191747
2000:Q1,BabyBoom,19966659,6476763,5096383,1380381,13489895,960166,405998,394465,334421,60043,154562,136308,18254,4041107,439888,507280,1706896,2775092,1906569,197871,3686084,3675875,2680088,793413,17993,184381,10209,16280575,43171921
2000:Q1,GenX,3700658,1569081,1116108,452974,2131577,188461,42898,37488,33465,4023,28600,28523,77,829124,125529,32829,433352,121989,235007,56302,1265424,1262648,792045,460057,3717,6829,2776,2435234,23845383
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,24842112,6716485,5498791,1217693,18125627,2036528,711481,931201,755290,175912,513257,439252,74006,5622765,272797,321665,894044,4107148,2545049,169691,1569805,1563733,1014160,298834,10606,240134,6071,23272307,36878955
2000:Q2,BabyBoom,20209208,6747249,5334635,1412614,13461959,961551,391031,387995,324613,63382,138381,119066,19315,3849988,439004,516923,1688861,2898745,1987495,201984,3748719,3738522,2736620,823096,15676,163130,10198,16460488,43326417
2000:Q2,GenX,3755485,1680553,1206152,474401,2074932,188662,34233,38996,34288,4707,29204,29035,169,771552,131852,30758,411593,124305,254850,58927,1341430,1338448,847316,479842,3445,7845,2982,2414055,24266162
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,24860927,6792361,5566043,1226317,18068566,2037182,732740,902767,719610,183156,512788,439904,72884,5540413,273941,310679,897049,4070322,2620091,170594,1574221,1568269,1014689,299790,8644,245146,5952,23286705,36571079
2000:Q3,BabyBoom,20769254,7011249,5575429,1435821,13758005,963712,413977,384179,320672,63508,154299,133963,20336,3831471,441863,545270,1705277,3033991,2077678,206287,3839478,3829408,2790104,861271,12242,165791,10069,16929777,43474840
2000:Q3,GenX,3907363,1785909,1299872,486037,2121454,189117,38230,39905,34911,4994,27827,27558,269,769646,140047,32735,417349,127008,277894,61695,1425798,1422717,905653,506013,2785,8266,3081,2481565,24684104
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,24520753,6917097,5696390,1220707,17603656,2063971,766952,969030,755048,213982,518292,446474,71818,4977313,271874,303430,880341,4033371,2650425,168656,1571016,1564857,1008436,301694,10742,243985,6158,22949737,36271754
2000:Q4,BabyBoom,20783112,7241471,5772207,1469263,13541642,1008972,456000,436827,366608,70218,209523,188199,21324,3337166,440146,538128,1640891,3144987,2120709,208292,3898621,3888361,2848755,903365,14170,122071,10260,16884491,43613406
2000:Q4,GenX,3823127,1877284,1365499,511786,1945843,210316,48765,42250,36193,6057,24297,23932,366,611641,146477,26865,358575,128803,284450,63404,1501446,1497951,948035,536208,3754,9954,3495,2321681,25099384
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,24320214,7159579,5942093,1217485,17160635,2117349,817022,936501,654542,281960,515592,443240,72352,4523286,274105,295825,849053,3998639,2664654,168610,1552194,1546377,1001263,293572,6503,245039,5817,22768020,35984617
2001:Q1,BabyBoom,20931550,7639402,6142338,1497065,13292148,1098933,519408,398330,312037,86293,190226,167705,22521,2947858,444153,536708,1520348,3278615,2145821,211749,3922404,3912510,2900160,914131,8338,89880,9895,17009146,43738326
2001:Q1,GenX,3778532,1985502,1453304,532198,1793030,253905,66546,44100,35679,8422,24730,24476,254,487842,155695,22165,255993,131426,284748,65880,1547166,1543787,988203,542020,2162,11402,3379,2231366,25512182
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,24662499,7239328,6024105,1215223,17423171,2126707,820826,890029,604448,285582,516529,443773,72756,4766304,281392,285616,862899,3988590,2710823,173454,1550447,1544782,1000812,289712,4175,250083,5665,23112052,35713301
2001:Q2,BabyBoom,21754442,7883343,6365754,1517590,13871099,1113974,516775,379494,293185,86309,195511,171827,23685,3237694,455145,565085,1579196,3404892,2204224,219110,4047469,4037758,3005450,935684,5129,91496,9711,17706973,43845815
2001:Q2,GenX,4059321,2081487,1535506,545982,1977834,261707,62173,43955,35294,8661,23818,23657,161,586899,168278,24130,295785,143589,297116,70382,1619344,1615899,1043756,558853,1377,11913,3444,2439978,25922675
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,24131738,7280478,6064222,1216256,16851259,2143182,848343,929763,633480,296283,532324,459105,73220,4117282,273642,278228,828360,3979597,2740893,179643,1568003,1562167,1009859,283853,7066,261389,5836,22563735,35461444
2001:Q3,BabyBoom,21607683,8136258,6603447,1532811,13471425,1140285,547112,416638,328459,88179,276335,251496,24839,2653479,443987,567320,1449963,3505282,2243632,227391,4162963,4153131,3046944,953839,8044,144305,9831,17444721,43932085
2001:Q3,GenX,3904188,2179915,1624386,555530,1724272,275603,69054,46148,36993,9155,19092,19029,63,400222,171519,20182,188747,155081,303088,75535,1719420,1715572,1131965,570083,2556,10968,3848,2184767,26331041
2001:Q3,Millennial,25755,18006,11243,6763,7749,1235,0,0,0,0,0,0,0,265,4419,0,69,0,812,949,15490,15392,8784,6576,0,32,98,10265,771266
2001:Q4,Silent,24606889,7391029,6166570,1224459,17215860,2169450,863866,893141,600660,292481,526842,453406,73437,4489238,293712,277226,832323,4016286,2671790,181986,1539254,1533269,985091,297730,1530,248918,5986,23067634,35231549
2001:Q4,BabyBoom,22479814,8327413,6770501,1556913,14152401,1178465,589844,390765,295782,94983,236018,210144,25874,3095703,453416,585766,1542220,3591086,2258746,230372,4273495,4263781,3188992,975916,1694,97179,9714,18206319,43994523
2001:Q4,GenX,4219146,2272111,1698502,573609,1947035,292580,84453,45347,35967,9379,22062,21964,98,524719,172030,21436,237080,161089,308762,77477,1758022,1754376,1132597,608619,463,12697,3646,2461124,26737207
2001:Q4,Millennial,35175,24197,14879,9319,10978,1784,113,291,200,91,0,0,0,1419,5158,1,479,0,542,1191,14785,14668,5106,9562,0,0,117,20390,988997
2002:Q1,Silent,24696287,7480671,6256493,1224178,17215615,2200808,843377,866656,593852,272804,528458,454331,74127,4471964,312393,278851,833713,4053221,2641790,184383,1536766,1530473,988322,299031,438,242682,6293,23159521,35021609
2002:Q1,BabyBoom,22955021,8538340,6964520,1573820,14416681,1222739,581574,379950,283026,96923,221449,194469,26979,3159057,461115,579564,1621483,3641693,2314810,233246,4305145,4295380,3230737,962289,463,101891,9765,18649876,44035211
2002:Q1,GenX,4405357,2375424,1787310,588114,2029933,313224,82668,44681,35675,9006,23832,23764,68,524635,171811,16896,276630,165863,330268,79426,1848124,1844519,1220389,611072,122,12935,3605,2557233,27140105
2002:Q1,Millennial,45829,31679,19498,12181,14150,2534,225,749,384,366,1,0,1,1649,5781,0,963,0,813,1436,20619,20486,9362,11124,0,0,133,25210,1219053
2002:Q2,Silent,24465221,7552468,6324596,1227872,16912753,2206894,815949,948516,603721,344795,528928,454552,74375,4108904,326737,281083,793555,4091309,2620693,190185,1537431,1530970,994402,306348,-4525,234745,6461,22927790,34828483
2002:Q2,BabyBoom,22840137,8725385,7131453,1593932,14114751,1222374,563298,406565,281619,124947,186250,158266,27984,2869314,462254,569345,1536730,3680875,2378821,238922,4363365,4353707,3302123,967212,-4672,89044,9658,18476771,44057400
2002:Q2,GenX,4348066,2507693,1902092,605601,1840373,311383,77593,48048,35953,12095,27040,26933,107,400907,168504,11239,186822,170282,355676,82879,1961585,1958186,1314899,630649,-1093,13731,3399,2386481,27538417
2002:Q2,Millennial,53392,40072,24489,15584,13319,2718,356,568,568,0,0,0,0,199,6368,0,0,27,1345,1737,27200,27052,13616,13436,0,0,148,26192,1461077
2002:Q3,Silent,23978254,7601386,6353354,1248032,16376868,2244886,796962,990581,599301,391280,533808,458696,75112,3501543,338065,283241,749412,4130799,2612693,194878,1539363,1532474,996734,313671,-5462,227531,6889,22438891,34649032
2002:Q3,BabyBoom,22568253,8945914,7335414,1610501,13622339,1273785,555422,418039,271748,146290,176391,147317,29074,2323220,458460,561704,1437218,3719249,2455274,243578,4472042,4462194,3414738,970285,-5436,82607,9849,18096211,44064346
2002:Q3,GenX,4225511,2647047,2032976,614070,1578465,336629,76158,50117,35765,14352,28833,28755,78,182529,162662,6017,88143,174741,386764,85873,2061157,2057664,1393232,651332,-1247,14348,3493,2164355,27930823
2002:Q3,Millennial,62074,45446,27265,18181,16628,3807,528,822,822,0,2,0,2,0,6920,0,0,152,2362,2036,30933,30776,14457,16319,0,0,156,31142,1714712
2002:Q4,Silent,24224315,7661348,6399526,1261822,16562967,2263535,815305,1046339,558277,488062,539388,463582,75806,3631989,350510,281125,751819,4173320,2505951,203685,1543072,1535973,1001032,322427,-8762,221276,7098,22681244,34480118
2002:Q4,BabyBoom,23179642,9161285,7538358,1622928,14018356,1291631,593992,424039,241784,182255,157764,127616,30148,2525377,456158,597619,1507996,3785324,2426640,251816,4589366,4579579,3521608,978554,-8515,87933,9786,18590276,44059302
2002:Q4,GenX,4445128,2767727,2147156,620571,1677401,344728,90606,53006,34200,18806,31349,31293,56,220093,157259,11378,120373,180398,377398,90814,2170273,2166954,1477803,676398,-1820,14574,3319,2274855,28316006
2002:Q4,Millennial,68272,51622,30760,20863,16649,4378,791,1171,1171,0,4,0,4,0,7318,0,0,120,425,2442,35664,35500,15870,19630,0,0,164,32608,1979602
2003:Q1,Silent,24178500,7758421,6501709,1256712,16420079,2319463,789296,985420,550079,435340,544958,469082,75875,3463763,366601,281042,741515,4213741,2505941,208339,1540719,1533009,1001729,323740,-8600,216140,7709,22637781,34318602
2003:Q1,BabyBoom,23473468,9356853,7722432,1634421,14116614,1369238,575620,407970,231998,175971,165371,134293,31078,2420256,459690,613743,1529636,3808504,2510200,256387,4691056,4680845,3618599,963281,-8092,107057,10212,18782411,44045522
2003:Q1,GenX,4534225,2862252,2228851,633401,1671973,384776,85769,50906,33822,17084,32190,32058,132,145542,154501,11921,115406,184330,412752,93881,2246887,2243236,1550512,680163,-1750,14310,3651,2287338,28692645
2003:Q1,Millennial,84709,63329,38280,25049,21381,6440,1015,1482,1482,0,0,0,0,0,7435,0,0,408,1823,2777,38500,38340,16401,21939,0,0,160,46210,2255391
2003:Q2,Silent,24752853,7839788,6576315,1263473,16913066,2347880,769796,941123,536740,404383,553602,477133,76469,3884598,387220,278526,765369,4256111,2516607,212235,1565865,1557843,1016245,330453,-7500,218644,8023,23186988,34161343
2003:Q2,BabyBoom,24654505,9570484,7921834,1648650,15084021,1401076,565105,394935,220243,174692,260330,228212,32118,2942240,470911,652308,1679369,3853636,2603839,260272,4906370,4896087,3743383,965895,-6841,193649,10283,19748135,44026259
2003:Q2,GenX,4984844,2998064,2353171,644892,1986781,400900,83634,49440,33224,16216,26853,26722,130,302642,155473,18221,210908,189192,452915,96604,2382855,2379246,1668855,700140,-1524,11776,3609,2601989,29059424
2003:Q2,Millennial,99383,73663,44619,29043,25721,7623,1277,1819,1819,0,1,0,1,0,7174,0,176,571,3978,3101,45837,45679,19896,25442,0,341,158,53546,2541722
2003:Q3,Silent,24972178,7902511,6619530,1282981,17069667,2356378,743050,914643,581988,332655,556496,480727,75768,4021842,405961,277532,762479,4297586,2514208,219493,1577933,1569684,1033160,337946,-11089,209667,8249,23394245,34005204
2003:Q3,BabyBoom,25305535,9813975,8150274,1663700,15491561,1400814,545646,397414,239245,158169,254981,222132,32849,3173176,479214,676223,1727045,3886286,2683531,267231,4973398,4963152,3823426,971802,-9971,177894,10246,20332138,44004768
2003:Q3,GenX,5240545,3145883,2493881,652002,2094662,399718,78493,48553,35036,13517,28507,28176,332,353873,154829,20866,227188,193520,488107,101007,2539460,2536017,1804233,721241,-2081,12624,3443,2701085,29415023
2003:Q3,Millennial,110297,80354,48194,32160,29943,7937,1549,2792,2153,639,0,0,0,0,6774,0,483,886,5976,3545,59490,59337,30527,28686,0,124,154,50806,2838239
2003:Q4,Silent,25555561,7985026,6687241,1297784,17570536,2379208,721167,1008097,637480,370618,560271,484457,75814,4354869,424239,274289,781870,4339611,2499697,227218,1599448,1590999,1037164,345666,9083,199087,8449,23956113,33847045
2003:Q4,BabyBoom,26357263,10062759,8382001,1680758,16294504,1423936,532144,442567,263787,178780,243357,209606,33751,3626097,486966,718988,1863131,3931495,2751095,274728,5087944,5077769,3944137,978704,7586,147343,10174,21269320,43984301
2003:Q4,GenX,5669082,3282598,2619716,662882,2386484,411048,75395,52676,37100,15577,30577,30159,419,495028,153707,28565,316557,198361,518845,105724,2652532,2649306,1887620,745412,2247,14027,3226,3016550,29758124
2003:Q4,Millennial,126951,89923,53747,36177,37027,8946,1855,2503,2503,0,0,0,0,2012,6168,0,2650,1125,7729,4040,63331,63185,30010,33150,25,0,146,63620,3144585
2004:Q1,Silent,26477656,8175346,6864122,1311224,18302310,2424394,698745,1499655,1112965,386690,565885,489039,76846,4491312,437465,272073,777175,4386842,2519099,229663,1597459,1588798,1040321,346616,8301,193559,8661,24880197,33683727
2004:Q1,BabyBoom,27659543,10451766,8747883,1703883,17207777,1483119,518105,752296,560344,191952,258140,223229,34911,3873922,486068,751390,1903729,4050273,2853238,277497,5171862,5161744,4025974,965671,6837,163262,10118,22487681,43968114
2004:Q1,GenX,5987165,3437653,2756706,680947,2549512,442141,72132,60294,43581,16713,30645,30294,351,557051,147708,33645,327689,206391,563993,107824,2741572,2738563,1974166,748589,1991,13816,3009,3245593,30087409
2004:Q1,Millennial,149614,106993,65281,41712,42620,11331,2182,0,0,0,0,0,0,3945,5602,25,3092,532,11562,4350,69933,69801,34181,35595,25,0,132,79681,3460405
2004:Q2,Silent,26573007,8284472,6945895,1338577,18288534,2451825,675094,1407384,1057135,350250,571407,493451,77956,4421657,453150,271179,770645,4423209,2610947,232038,1613531,1604434,1056958,350729,8110,188637,9097,24959476,33512112
2004:Q2,BabyBoom,28390772,10801529,9077854,1723674,17589243,1515254,502830,692898,507241,185656,283753,247639,36114,3901009,489698,771514,1937301,4186389,3028269,280328,5293148,5282782,4127695,963364,6590,185133,10366,23097624,43959460
2004:Q2,GenX,6244757,3640576,2952538,688038,2604180,458228,68469,60097,44661,15436,29860,29593,266,527154,143759,35423,332736,199800,638763,109892,2892968,2889843,2113054,761508,1905,13376,3125,3351788,30401557
2004:Q2,Millennial,168495,114135,69311,44824,54360,12905,2524,2222,1139,1084,279,279,0,3170,4677,34,3397,455,20045,4652,84669,84562,45529,38939,27,67,108,83825,3785341
2004:Q3,Silent,26924727,8470418,7132933,1337485,18454309,2465826,651641,1503669,1119430,384239,576041,497207,78835,4361050,468030,269241,759306,4458177,2703030,238299,1614033,1604617,1066458,358743,-2337,181753,9416,25310694,33329059
2004:Q3,BabyBoom,29211293,11171486,9432865,1738621,18039808,1527999,488078,746781,540670,206112,269603,232317,37287,3943954,492189,798940,1952043,4328469,3204775,286976,5420484,5410016,4246645,974223,-1920,191069,10468,23790810,43961592
2004:Q3,GenX,6467365,3824352,3123530,700822,2643013,463130,64996,62406,44976,17430,32123,31910,214,500040,138797,39196,321601,192948,713739,114037,3027594,3024528,2223785,787726,-476,13492,3066,3439771,30699252
2004:Q3,Millennial,196971,134680,83748,50932,62291,13725,2883,1389,1090,298,0,0,0,2336,3554,76,3211,306,29663,5149,94622,94542,50259,44184,-3,102,80,102349,4119038
2004:Q4,Silent,27443367,8628060,7281323,1346737,18815306,2482275,652886,1510990,1238632,272359,575177,495395,79782,4668156,470136,261983,790319,4413664,2743285,246436,1654783,1645359,1094452,362269,-3085,191723,9424,25788584,33132086
2004:Q4,BabyBoom,30598110,11517152,9755227,1761925,19080957,1611957,489855,828494,660951,167543,330022,290868,39154,4284323,506263,839917,2098175,4522897,3274916,294137,5545675,5534995,4322126,995766,-2679,219781,10679,25052435,43976707
2004:Q4,GenX,7003861,4063139,3329744,733395,2940722,489296,63579,61651,48464,13187,31478,31478,0,610407,149122,51878,401334,226143,735926,119908,3190775,3187465,2364432,810436,-671,13268,3310,3813086,30979513
2004:Q4,Millennial,237342,157398,101237,56162,79943,16598,3017,3854,0,3854,1360,1274,85,5984,3649,188,5570,0,33781,5943,113137,113050,60729,51648,-6,678,87,124205,4461092
2005:Q1,Silent,27537586,8766907,7423489,1343418,18770679,2495126,637032,1455212,1177152,278060,572746,492146,80600,4692937,465203,258294,789837,4361414,2791826,251051,1661322,1651946,1108552,355097,-8900,197196,9376,25876264,32921334
2005:Q1,BabyBoom,31220656,11823511,10041677,1781835,19397145,1695689,471438,819247,641354,177893,317473,276433,41039,4310023,507894,851047,2116059,4653764,3356267,298243,5683607,5672786,4482991,986759,-8308,211343,10821,25537050,44002773
2005:Q1,GenX,7295669,4315748,3548644,767105,2979921,514682,54921,69102,54564,14538,36955,36955,0,581920,152451,56237,370709,256928,762029,123988,3256574,3253103,2435839,804780,-1927,14410,3471,4039095,31242718
2005:Q1,Millennial,269623,183009,120228,62782,86613,19705,3063,4194,253,3941,879,688,191,4382,4239,166,4254,259,38868,6603,101219,101122,42279,58337,-9,515,96,168404,4810912
2005:Q2,Silent,27914560,8938206,7607538,1330668,18976355,2489066,628737,1503411,1210606,292805,569925,489036,80889,4814814,461637,252607,802226,4307920,2892212,253801,1698921,1689484,1137600,354287,-5324,202922,9437,26215639,32697601
2005:Q2,BabyBoom,32172851,12116204,10310812,1805392,20056647,1753146,461523,894591,701662,192929,322115,279242,42873,4450613,512487,878046,2190596,4799082,3493675,300772,5795501,5784379,4587355,996623,-5250,205651,11122,26377350,44036701
2005:Q2,GenX,7710104,4580402,3770772,809630,3129702,524095,48658,76054,59617,16437,41275,41275,0,603008,157365,65129,388201,288824,809975,127116,3419137,3415323,2585663,815508,-1320,15472,3813,4290967,31489582
2005:Q2,Millennial,317225,217845,145175,72670,99380,21584,3109,3686,0,3686,812,508,304,4690,4753,225,4556,572,48203,7189,115675,115573,49238,65971,-20,384,102,201550,5167861
2005:Q3,Silent,28210101,9081228,7752700,1328528,19128873,2492018,635874,1357180,1149538,207641,565972,485668,80304,5024662,460595,248052,819543,4251849,3009729,263398,1735447,1726319,1166540,355706,-4961,209034,9128,26474654,32461684
2005:Q3,BabyBoom,33243901,12477815,10659382,1818433,20766086,1830276,470471,836536,680185,156351,318848,274294,44554,4699890,522131,895091,2289357,4940490,3652742,310254,5916682,5905766,4692836,1013979,-5236,204187,10915,27327220,44075402
2005:Q3,GenX,8245414,4869488,4035974,833514,3375926,544110,48724,77958,65288,12670,46569,46569,0,674471,165073,71234,426642,320965,866024,134156,3592766,3589196,2740610,833543,-1349,16393,3570,4652648,31720820
2005:Q3,Millennial,364223,241418,163978,77440,122806,24658,3194,6976,708,6268,429,22,407,7387,5064,234,5710,1021,59844,8289,133040,132918,57454,75157,-28,336,122,231184,5531302
2005:Q4,Silent,28441861,9194039,7865591,1328448,19247822,2485272,661584,1381112,1128673,252438,560381,481801,78580,5094863,456785,242732,833398,4194024,3062974,274697,1766543,1757648,1191036,356553,-2545,212605,8895,26675318,32214379
2005:Q4,BabyBoom,34178748,12812896,10978076,1834820,21365852,1895243,503853,882058,693542,188515,319118,273134,45984,4789237,527022,918156,2376283,5084778,3748304,321802,5994303,5983487,4776266,1030032,-2875,180063,10816,28184445,44115785
2005:Q4,GenX,8644177,5125214,4264963,860251,3518963,556174,57704,86961,70624,16337,51748,51748,0,669971,170085,79111,454591,353629,896658,142332,3755512,3752068,2885128,849542,-788,18186,3444,4888664,31937150
2005:Q4,Millennial,400910,265786,183034,82752,135125,27120,3341,6598,1125,5474,481,0,481,6540,5617,279,6513,1479,67537,9618,152337,152197,67794,84428,-24,0,140,248573,5900598
2006:Q1,Silent,28871644,9152178,7841212,1310966,19719466,2513271,662952,1386852,1149864,236987,552398,477554,74844,5608058,433259,236900,845669,4135562,3069999,274547,1805652,1796834,1220511,354190,2018,220114,8818,27065992,31956485
2006:Q1,BabyBoom,35293895,12810973,10955953,1855020,22482922,2026648,506665,934424,746775,187649,336971,290111,46859,5418108,495307,945334,2459003,5241110,3797281,322071,6090423,6079482,4847923,1036266,2434,192858,10941,29203472,44154762
2006:Q1,GenX,9179566,5281563,4380708,900855,3898003,607574,55326,92825,76385,16440,55229,55229,0,925955,154287,88242,478668,387194,908616,144088,3938254,3934671,3060525,854806,740,18600,3583,5241312,32139285
2006:Q1,Millennial,454616,290731,196760,93970,163885,34261,3341,6802,547,6254,480,0,480,19472,8177,355,7189,1732,71918,10158,182076,181923,89567,92323,33,0,153,272540,6275110
2006:Q2,Silent,28730874,9167116,7857248,1309868,19563758,2498538,676786,1371920,1078244,293677,542320,472982,69338,5487483,427892,233410,843127,4074085,3133863,274334,1837777,1829041,1247172,349892,5408,226569,8736,26893097,31688799
2006:Q2,BabyBoom,35730496,12985491,11114127,1871364,22745006,2086527,526529,938747,711055,227692,366171,319120,47050,5287128,497644,951987,2477257,5382208,3908468,322339,6209213,6198154,4955949,1037857,7027,197321,11059,29521283,44189244
