Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1997:Q2,age55to69,12448004,3113347,2436126,677221,9334656,923387,284203,655898,467245,188653,204918,163073,41845,2313130,129252,265490,557556,2610671,1311663,78486,899594,895913,600031,186639,5376,103866,3682,11548409,18885971
1997:Q2,age40to54,13313000,4301086,3342643,958443,9011914,775440,203563,441880,307452,134428,171671,153395,18277,2083385,267660,314907,1047130,2005488,1574298,126491,2316541,2308808,1702571,482999,15076,108161,7733,10996459,30571463
1997:Q2,ageunder40,4923929,2420893,1717776,703116,2503036,312252,46216,98347,67208,31139,26297,23001,3296,483516,177616,43629,398813,334977,498910,82464,1832408,1827332,1222331,578947,9980,16074,5075,3091521,35829409
1997:Q3,age70plus,6834914,1947789,1621761,326029,4887125,915443,141181,496105,371570,124535,144573,111897,32675,1450263,81458,16667,39248,984470,568952,48764,189928,187614,104185,30602,1060,51767,2314,6644986,15811953
1997:Q3,age55to69,12852234,3154635,2462967,691668,9697599,933609,299672,665454,466626,198828,202321,161198,41123,2498747,133280,281818,608789,2655249,1338573,80087,933547,929851,621860,195500,3307,109183,3696,11918686,18946675
1997:Q3,age40to54,13673435,4372322,3396639,975683,9301113,780224,211087,446337,304292,142044,175002,157709,17293,2219587,274115,323525,1126751,2018355,1597880,128251,2360360,2352595,1739125,491588,8438,113443,7765,11313075,30795760
1997:Q3,ageunder40,5044990,2428567,1731952,696615,2616423,317097,50067,95278,67737,27541,28024,24871,3153,528390,182083,45490,423591,334241,528923,83241,1860181,1855052,1244109,588114,5735,17094,5128,3184809,35800038
1997:Q4,age70plus,6972956,2018203,1688028,330174,4954753,925096,142632,491993,377801,114192,152392,119797,32595,1468010,80706,16512,34428,1008945,585669,48370,202244,199950,111685,33113,1647,53505,2294,6770712,15854780
1997:Q4,age55to69,13093352,3206509,2506946,699563,9886844,948081,316236,677964,485525,192439,202239,162029,40210,2567510,134400,283143,604017,2691668,1381234,80353,953172,949460,631206,206047,5245,106961,3712,12140181,19007266
1997:Q4,age40to54,13799272,4376251,3393151,983100,9423021,790324,219192,444256,309264,134993,181025,164687,16338,2273346,277887,319128,1134230,2025858,1629095,128679,2405589,2397787,1761180,505085,14001,117521,7801,11393683,31027113
1997:Q4,ageunder40,5146005,2447288,1742164,705124,2698718,325032,54113,99837,65942,33895,31766,28779,2987,544025,185825,45302,429675,332148,568022,82972,1874063,1868883,1242288,599920,9498,17178,5181,3271942,35765188
1998:Q1,age70plus,7327058,2051786,1723354,328432,5275272,922537,151324,498863,368692,130171,164034,131579,32455,1724250,81287,17940,45526,1043606,577204,48701,211202,208973,119258,30714,1781,57221,2229,7115856,15896238
1998:Q1,age55to69,13707575,3267781,2555288,712493,10439794,949027,345681,681816,471498,210318,202253,163031,39222,2919559,136858,303123,673628,2751084,1395606,81160,965625,961928,644045,204290,5757,107836,3697,12741950,19065977
1998:Q1,age40to54,14326871,4457259,3458385,998874,9869612,785018,234840,450492,300906,149586,187803,172420,15383,2530848,283058,330961,1238619,2049778,1648497,129699,2432785,2424987,1790472,496988,15327,122200,7798,11894086,31267531
1998:Q1,ageunder40,5308927,2462905,1762643,700262,2846023,322692,60146,93821,67963,25858,36470,33658,2812,629384,189835,47611,459715,333581,589658,83108,1873051,1867826,1247670,592051,10464,17641,5225,3435876,35724044
1998:Q2,age70plus,7467170,2109275,1780272,329003,5357895,920515,148278,539021,381991,157030,168943,136647,32295,1742111,81613,18877,41272,1066211,582679,48376,220586,218298,122038,33064,1646,61551,2288,7246584,15936298
1998:Q2,age55to69,14035800,3354979,2629771,725208,10680822,950389,355464,743538,505942,237596,199629,161433,38196,2989277,139048,317302,671746,2807511,1425456,81461,1000241,996475,665043,216423,5384,109626,3766,13035560,19121042
1998:Q2,age40to54,14602267,4551054,3536698,1014356,10051213,780867,238969,485259,312242,173017,193306,178887,14420,2589449,288126,337866,1251302,2080020,1675793,130256,2486593,2478682,1825640,512015,13901,127127,7911,12115674,31519018
1998:Q2,ageunder40,5383815,2490446,1791304,699142,2893370,320822,63210,75385,64379,11006,40205,37572,2632,644587,193731,49119,466630,336506,620324,82852,1906323,1901037,1266981,606242,9599,18214,5286,3477492,35675791
1998:Q3,age70plus,7201467,2107308,1783290,324018,5094160,920094,159098,547554,401685,145869,190128,157895,32233,1448383,79075,18267,20903,1083779,577878,49000,226224,224170,126284,34636,1792,61458,2054,6975243,15974931
1998:Q3,age55to69,13846038,3408848,2662165,746682,10437190,953256,389311,788228,557359,230869,199586,162343,37243,2681020,138337,313147,596520,2851950,1443379,82457,1024310,1020677,684228,226072,5947,104430,3633,12821727,19170692
1998:Q3,age40to54,14574554,4740949,3697261,1043688,9833606,779259,257314,495163,329375,165788,201258,187846,13412,2376866,290568,329405,1170021,2103394,1698756,131602,2539774,2532016,1862141,523567,15369,130939,7758,12034781,31783581
1998:Q3,ageunder40,5350567,2508882,1826541,682341,2841686,320237,69939,76522,58032,18490,47180,44719,2461,567279,196893,48195,451086,337589,643645,83120,1933830,1928525,1283503,616443,10651,17928,5305,3416737,35619614
1998:Q4,age70plus,7740882,2197845,1863505,334340,5543037,951226,173784,514191,391034,123158,187724,154322,33403,1847421,85614,18097,49615,1079068,588867,47430,230205,228575,127239,36828,2297,62212,1630,7510677,16012240
1998:Q4,age55to69,14560948,3473974,2727583,746392,11086974,976963,408562,738346,533364,204983,200813,163869,36944,3125938,145717,326725,722834,2887092,1471623,82362,1047269,1043928,700439,230110,7090,106289,3340,13513680,19213941
1998:Q4,age40to54,15276914,4796724,3742356,1054368,10480190,815890,278111,462564,327066,135498,201747,187440,14306,2703632,302975,356360,1315721,2195012,1714507,133672,2607618,2600193,1908014,543147,17979,131052,7426,12669296,32062213
1998:Q4,ageunder40,5542706,2558028,1859365,698663,2984677,337846,73137,89203,58393,30810,42430,40161,2270,684173,200421,49670,471932,340062,612572,83230,1978593,1973372,1312898,631187,11960,17327,5220,3564113,35555227
1999:Q1,age70plus,7793782,2220161,1884078,336083,5573621,952024,188105,522954,374888,148066,186535,151866,34669,1868562,86630,16632,58661,1068909,578854,45754,230969,228895,126888,35785,2408,63813,2074,7562813,16048864
1999:Q1,age55to69,14643999,3508316,2755780,752535,11135684,967082,427642,723332,498776,224556,202070,165315,36755,3116393,147521,324941,760006,2909578,1474955,82163,1060237,1056591,714530,225638,6970,109453,3646,13583762,19252910
1999:Q1,age40to54,15586065,4937869,3861391,1076477,10648197,813690,298971,464703,319206,145496,202331,187154,15177,2703998,310177,370631,1348705,2280249,1719042,135701,2653086,2645177,1948746,548253,16730,131449,7910,12932979,32351855
1999:Q1,ageunder40,5507493,2584262,1888087,696174,2923232,331070,76289,77900,59725,18175,38163,36069,2094,689252,202599,49122,466431,340625,568527,83254,2003112,1997849,1337473,632722,10762,16891,5263,3504382,35484460
1999:Q2,age70plus,8089118,2292972,1947417,345555,5796145,949583,183123,504771,365303,139469,187307,151587,35720,2081639,89884,15740,71414,1060337,608005,44342,239643,237555,126310,36920,2757,71568,2089,7849474,16085576
1999:Q2,age55to69,15021867,3583297,2826165,757133,11438569,953638,413930,692357,479994,212363,203410,167032,36378,3337221,151554,330184,815531,2935702,1522893,82150,1092907,1089253,732312,227129,7559,122253,3654,13928960,19290502
1999:Q2,age40to54,16072601,5067180,3972197,1094983,11005421,807358,299915,446400,316723,129676,203336,187227,16109,2874374,319718,391485,1408733,2369972,1746165,137966,2719347,2711355,1996198,563963,17568,133625,7992,13353254,32648434
1999:Q2,ageunder40,5586466,2624880,1917706,707174,2961587,321796,74459,81036,58978,22058,34513,32611,1902,750234,205237,49481,467838,341732,551853,83408,2046166,2040925,1368871,643569,10870,17614,5241,3540300,35409674
1999:Q3,age70plus,8059657,2331454,1980096,351358,5728203,960964,191093,493365,355340,138026,200654,163725,36929,1959448,88013,13181,68366,1046205,662282,44632,246755,244667,130003,39149,2595,72919,2088,7812902,16123148
1999:Q3,age55to69,14953943,3644089,2875784,768304,11309854,955259,422807,668463,461292,207172,207951,171775,36176,3160641,150460,314811,796280,2949455,1600293,83433,1117625,1113973,751431,230744,6781,125017,3653,13836318,19329617
1999:Q3,age40to54,16256300,5257815,4134335,1123480,10998485,818968,314427,434010,313372,120638,206823,189824,16999,2754167,324282,393777,1368926,2452073,1789390,141641,2796521,2788460,2055336,584360,14752,134013,8062,13459778,32947879
1999:Q3,ageunder40,5574320,2670515,1962954,707560,2903805,323379,76013,80159,58135,22024,33265,31534,1731,713057,206687,47179,445795,340910,552841,84521,2093312,2088095,1404490,657642,8833,17131,5218,3481008,35333226
1999:Q4,age70plus,8716454,2406450,2046662,359788,6310003,985535,214271,430811,367357,63454,228738,190728,38010,2460354,101502,14024,89076,1043565,678881,63247,274834,272479,140360,42264,2697,87158,2355,8441619,16162352
1999:Q4,age55to69,15795192,3697756,2925309,772447,12097436,971182,458236,606026,486905,119121,216320,180445,35876,3724206,164756,342112,891942,2990088,1634003,98565,1150607,1146773,758143,233877,6759,147994,3834,14644585,19373158
1999:Q4,age40to54,17135697,5368729,4227136,1141593,11766969,847830,345558,386737,330506,56231,213580,195661,17919,3180753,344178,435650,1487340,2554312,1810795,160235,2873806,2865423,2106858,606554,14078,137933,8383,14261891,33246116
1999:Q4,ageunder40,5808609,2714163,1996898,717265,3094447,335157,81547,92956,53420,39536,34675,33123,1552,856791,211518,50332,461887,344057,529621,95905,2122200,2116972,1418902,670926,8114,19029,5229,3686409,35257477
2000:Q1,age70plus,8955086,2477185,2107121,370064,6477901,1001678,229722,396709,348063,48646,232834,194564,38270,2631315,104217,13174,99317,1034292,671539,63105,299192,297122,152231,42159,3024,99707,2069,8655895,16203962
2000:Q1,age55to69,16137178,3806344,3022392,783952,12330834,978082,480684,544825,450171,94654,218268,183423,34845,3898122,168323,348571,938270,3016551,1639545,99592,1166495,1162856,759410,227786,7307,168352,3640,14970683,19424026
2000:Q1,age40to54,17684769,5578435,4409533,1168902,12106334,865433,368633,357632,317266,40366,216141,197114,19027,3320427,353424,458560,1539243,2646261,1816844,163736,2929024,2920844,2151539,613278,14784,141242,8181,14755745,33539074
2000:Q1,ageunder40,5888550,2776553,2051553,725001,3111996,340198,85068,90008,54376,35632,32153,30851,1302,904078,213957,50788,462478,344915,491613,96740,2127503,2122335,1423032,670542,8178,20582,5168,3761047,35184785
2000:Q2,age70plus,8916223,2567632,2186567,381065,6348591,1007312,222561,391412,331957,59456,221973,183480,38493,2487083,102479,11181,98571,1020644,721708,63665,302392,300270,158516,45391,2907,93456,2123,8613830,16248750
2000:Q2,age55to69,16105767,3926133,3131486,794647,12179634,973905,464635,527726,421684,106041,216165,182341,33825,3707463,167519,340803,931839,3034315,1714074,101191,1178453,1174775,776006,232641,6801,159326,3678,14927315,19485122
2000:Q2,age40to54,17888946,5795931,4601739,1194192,12093015,868598,366803,351405,306397,45009,215376,195261,20115,3188786,358187,467924,1517729,2730956,1859469,167782,3008853,3000556,2210562,637306,13062,139626,8297,14880093,33822680
2000:Q2,ageunder40,5895869,2854591,2119787,734804,3041278,336927,82746,87648,54153,33495,27328,26270,1058,860974,215467,49438,446360,344283,492145,97963,2170256,2165103,1453012,686433,6957,18701,5153,3725613,35117510
2000:Q3,age70plus,9006610,2610982,2225928,385054,6395628,1013496,233837,385204,320288,64916,230704,192027,38677,2465755,103367,9950,102628,1009183,777111,64393,316716,314664,165755,50278,2497,96134,2053,8689894,16297488
2000:Q3,age55to69,16289442,4023929,3216317,807611,12265514,970690,480715,512672,402573,110100,219467,186652,32815,3662106,169431,342938,949539,3058759,1796217,102979,1207325,1203690,792487,241160,5679,164363,3635,15082117,19559348
2000:Q3,age40to54,18302377,6043265,4819990,1223275,12259112,871806,385182,344855,299207,45648,218849,197671,21178,3160765,365475,486480,1528990,2818955,1905832,171923,3096939,3088647,2269994,668157,10241,140254,8292,15205438,34092862
2000:Q3,ageunder40,5939115,2911344,2179109,732235,3027772,334019,85212,84120,53125,30995,25895,25076,819,852904,217578,49316,438517,344424,496503,99282,2218517,2213394,1482210,707477,5254,18453,5124,3720598,35058012
2000:Q4,age70plus,8875684,2714371,2316792,397579,6161313,1041335,254417,422459,341524,80934,265022,226161,38860,2117011,101281,7341,95348,992791,801181,63129,310861,308532,167774,55721,3150,81887,2329,8564823,16350949
2000:Q4,age55to69,16104762,4145483,3330241,815242,11959279,991068,513255,570703,443036,127667,230285,198432,31853,3227539,168487,327178,911353,3073917,1842150,103344,1215674,1211844,809934,252060,6984,142865,3830,14889088,19649604
2000:Q4,age40to54,18274489,6199630,4958173,1241457,12074859,903222,413969,377763,324299,53464,228203,205998,22205,2831906,369610,486942,1460236,2897534,1931117,174356,3176777,3168163,2317728,701924,12432,136079,8615,15097712,34345547
2000:Q4,ageunder40,5872057,2976368,2228889,747479,2895689,347633,90077,77182,48990,28192,28604,28014,590,749664,219118,46962,412870,342919,481135,99523,2267770,2262631,1509791,731562,6099,15179,5139,3604287,35008648
2001:Q1,age70plus,8791968,2853106,2447003,406103,5938862,1091526,285780,414208,298308,115900,251984,212060,39925,1848781,103156,5009,80670,980999,813570,63179,301883,299869,170176,55445,2029,72219,2015,8490085,16409906
2001:Q1,age55to69,16012006,4362299,3538226,824073,11649707,1035889,564777,535289,369044,166245,228454,196736,31718,2881882,171649,314830,834727,3102089,1875333,104788,1211142,1207515,825717,248837,4405,128556,3626,14800865,19758793
2001:Q1,age40to54,18357963,6484914,5224413,1260502,11873048,964291,454766,357554,284334,73219,226285,203240,23045,2560122,377565,489825,1334965,2982563,1947345,177768,3218691,3210326,2360534,709836,7177,132780,8365,15139271,34576663
2001:Q1,ageunder40,5868359,3084164,2328093,756071,2784196,378481,97654,71882,50571,21310,23825,23385,439,668201,221581,45034,375032,343028,458974,100504,2290047,2284963,1533198,735606,3393,12766,5084,3578312,34971779
2001:Q2,age70plus,9124145,2916863,2507363,409500,6207282,1105131,284267,398326,278220,120105,255016,214116,40900,2039873,109796,3793,90389,1006487,847531,66673,301776,299875,167490,56427,1359,74598,1901,8822369,16475131
2001:Q2,age55to69,16475323,4473453,3640217,833236,12001870,1042108,560477,507562,338575,168987,231264,199726,31538,3103781,179769,318082,883514,3129721,1936635,108957,1255308,1251746,862895,252594,2896,133360,3562,15220015,19889817
2001:Q2,age40to54,18904375,6678359,5399239,1279121,12226015,974497,458162,339270,266868,72403,227873,203994,23879,2724556,390122,507942,1385485,3057226,1976958,183924,3298621,3290320,2426926,725948,4420,133026,8301,15605754,34782138
2001:Q2,ageunder40,5972419,3135484,2378546,756938,2836936,380652,96867,68320,49263,19057,21706,21421,285,722687,225129,45014,378492,343637,451040,103390,2361555,2356499,1592707,749279,2005,12508,5056,3610865,34949765
2001:Q3,age70plus,8912604,2958855,2547511,411344,5953749,1125052,299279,423344,295590,127754,309209,267314,41894,1648255,103385,1645,75100,1027316,869763,71400,340880,338711,182382,58723,2310,95296,2170,8571723,16547397
2001:Q3,age55to69,16151734,4578887,3733118,845768,11572847,1055819,585206,545344,369500,175844,249660,218252,31409,2601772,174966,308575,802208,3149398,1985695,114205,1314617,1310852,884859,253718,4837,167437,3765,14837117,20045575
2001:Q3,age40to54,18752814,6902035,5601766,1300268,11850780,991885,479746,360362,286541,73821,241553,216869,24684,2317929,389122,512087,1249815,3120557,1996770,190953,3397339,3388739,2500658,742230,7340,138512,8600,15355475,34957900
2001:Q3,ageunder40,5852211,3174881,2420902,753979,2677330,387549,100279,63500,47302,16198,27329,27194,135,603294,226094,43423,340017,342689,436198,106959,2413040,2407961,1629654,759679,3180,15449,5078,3439171,34944963
2001:Q4,age70plus,9308360,3040151,2606558,433593,6268210,1147808,324813,412814,284097,128717,280163,237496,42667,1896956,118546,3859,86539,1084558,838735,73418,309918,307694,161891,68244,573,76987,2224,8998442,16627072
2001:Q4,age55to69,16835513,4738572,3875958,862614,12096941,1082355,612638,510159,337154,173005,247353,214691,32663,2947736,190479,321360,863717,3249227,1954586,117332,1344957,1341086,924571,275915,1054,139545,3871,15490556,20228041
2001:Q4,age40to54,19213623,7002588,5696803,1305786,12211035,1014316,497456,340458,262824,77633,233923,210097,23826,2599823,394926,515553,1311753,3099789,2010050,192989,3448989,3440528,2544557,764439,1449,130083,8461,15764634,35101202
2001:Q4,ageunder40,5983527,3233440,2471133,762307,2750087,397799,103370,66112,48534,17578,23483,23230,253,666563,220366,43657,350093,334888,436468,107287,2481694,2476786,1680766,783229,610,12181,4908,3501834,34958935
2002:Q1,age70plus,9476890,3128066,2676263,451803,6348824,1174327,324693,406142,284757,121385,269736,226032,43704,1894107,132584,5210,96464,1135446,834689,75425,332357,329905,179216,73307,178,77204,2452,9144533,16712909
2002:Q1,age55to69,17190828,4898832,4023697,875136,12291995,1113983,597069,488101,326605,161496,251206,217012,34194,2979267,205140,322078,918384,3337292,1958874,120602,1362822,1358718,940905,276251,296,141266,4104,15828006,20435466
2002:Q1,age40to54,19383563,7105120,5801415,1303705,12278443,1040331,485916,328168,252323,75844,230351,207464,22886,2629985,398987,505605,1360452,3063220,2040604,194824,3518103,3509624,2625626,756717,389,126892,8480,15865459,35214608
2002:Q1,ageunder40,6051214,3294097,2526447,767650,2757117,410664,100167,69626,49252,20374,22448,22056,392,653947,214389,42418,357489,324819,453512,107639,2497371,2492611,1703064,777242,160,12146,4760,3553842,34990047
2002:Q2,age70plus,9412096,3218058,2745196,472863,6194038,1178810,319364,455615,293404,162211,246800,202333,44467,1659101,142312,6415,84656,1184614,836422,79930,345973,343459,192597,81531,-1988,71319,2514,9066123,16803256
2002:Q2,age55to69,17163020,5052000,4161057,890944,12111019,1122751,573591,529550,328838,200712,251772,216245,35527,2717158,215707,321045,857195,3424180,1972133,125938,1391607,1387381,970291,286891,-3076,133276,4226,15771413,20665174
2002:Q2,age40to54,19132581,7190811,5887705,1303106,11941769,1035218,468418,355133,249564,105569,224062,202098,21964,2428750,398253,493239,1246755,3019642,2073774,198525,3607232,3598901,2716619,764152,-3734,121864,8331,15525348,35302006
2002:Q2,ageunder40,5999119,3364749,2588673,776076,2634370,406592,95824,63400,50055,13345,19584,19075,509,574314,207591,40967,328501,314057,474206,109332,2544769,2540174,1745534,785070,-1491,11061,4595,3454350,35035866
2002:Q3,age70plus,9173143,3256544,2767207,489337,5916599,1209965,319265,485696,294693,191003,240292,194791,45501,1268901,148777,7717,71475,1234061,846847,83603,351557,348670,195121,88369,-2519,67699,2887,8821586,16896461
2002:Q3,age55to69,16941139,5202828,4287509,915319,11738311,1161463,560017,547044,321544,225500,258128,220976,37152,2237526,223192,321589,786145,3514437,1997977,130792,1442420,1437849,1013554,298972,-3666,128990,4571,15498719,20914487
2002:Q3,age40to54,18802858,7357027,6043881,1313146,11445831,1065060,456872,368765,240801,127964,221401,200437,20964,2051136,393922,481961,1120305,2973165,2111866,201379,3695312,3686846,2804116,769597,-4289,117422,8466,15107546,35367285
2002:Q3,ageunder40,5916952,3423394,2650412,772982,2493558,422617,92916,58053,50598,7455,19213,18564,648,449730,200216,39693,296849,303278,500402,110591,2614205,2609743,1806369,794671,-1672,10374,4462,3302747,35093959
2002:Q4,age70plus,9386727,3300063,2796651,503412,6086664,1224210,343435,523888,277072,246816,228891,182398,46493,1350721,156171,10746,80121,1289480,788573,90427,362940,359950,199707,96375,-4237,68105,2991,9023787,16990873
2002:Q4,age55to69,17462395,5361519,4425002,936517,12100876,1182759,588741,563830,290760,273070,263717,224927,38789,2389717,231855,345507,837369,3621413,1937728,138241,1501107,1496373,1057211,313700,-5878,131340,4734,15961288,21180729
2002:Q4,age40to54,19108029,7503138,6185584,1317554,11604890,1071414,472511,386889,217653,169237,217742,197795,19947,2173271,390199,492867,1159452,2933947,2099994,206605,3787892,3779551,2892798,779303,-6505,113956,8341,15320136,35414335
2002:Q4,ageunder40,5960205,3477263,2708561,768701,2482942,425889,96006,49947,49947,0,18156,17370,785,463750,193020,41002,303246,294322,484118,113485,2686434,2682133,1866597,807630,-2477,10382,4301,3273771,35161894
2003:Q1,age70plus,9465488,3391240,2871418,519822,6074247,1269622,337654,497962,275729,222232,231951,184863,47089,1239842,167315,13058,82539,1336123,804095,94086,374981,371377,202846,99556,-4284,73258,3604,9090506,17084840
2003:Q1,age55to69,17721823,5544709,4596142,948566,12177114,1239446,567126,531277,282953,248323,274032,233923,40109,2280587,244636,359439,854244,3710327,1972603,143397,1555192,1549928,1097367,316644,-5702,141620,5264,16166631,21461221
2003:Q1,age40to54,19071916,7568675,6261034,1307641,11503241,1118525,454955,364064,208735,155328,217144,198148,18996,2087388,389821,493082,1150835,2878039,2140221,209166,3850979,3842303,2968858,768178,-6158,111425,8677,15220936,35447045
2003:Q1,ageunder40,6011675,3536231,2762678,773553,2475444,452324,91964,52475,49963,2512,19391,18499,892,421743,186455,41126,298939,282495,513797,114735,2736009,2731822,1918170,804746,-2297,11204,4187,3275666,35237238
2003:Q2,age70plus,9989834,3466060,2929284,536776,6523774,1291368,335776,478461,271475,206986,288512,240535,47977,1517320,183402,16374,101626,1387162,826629,97143,420517,416675,211736,106095,-3822,102666,3842,9569317,17176710
2003:Q2,age55to69,18654082,5726441,4758784,967657,12927641,1271185,552958,503945,272545,231400,298805,257056,41750,2706948,262866,386073,966630,3812204,2017804,148223,1676405,1670870,1154515,329089,-4915,192181,5535,16977677,21753288
2003:Q2,age40to54,19630035,7680406,6374586,1305820,11949629,1133776,442077,345790,198352,147438,224488,206519,17969,2416509,393866,504064,1264936,2828098,2184857,211167,3972035,3963374,3082803,772392,-5217,113397,8660,15658001,35469303
2003:Q2,ageunder40,6217635,3609090,2833285,775805,2608544,461150,88999,59121,49653,9468,28981,27958,1023,488703,180643,42544,322630,272045,548049,115679,2831972,2827936,1999327,814355,-1911,16166,4036,3385663,35317558
2003:Q3,age70plus,10197449,3509601,2957662,551939,6687847,1295967,328803,466197,297459,168738,282486,234420,48065,1612273,197417,19135,107478,1435259,839980,102852,439201,435242,231218,114518,-5829,95335,3959,9758248,17264832
2003:Q3,age55to69,19213000,5905920,4911977,993942,13307080,1284735,530891,491761,299044,192717,307015,264340,42675,2885805,279275,405198,1005198,3909605,2052319,155276,1722942,1717216,1200218,341871,-7302,182429,5725,17490058,22054251
2003:Q3,age40to54,19897025,7849639,6536760,1312879,12047387,1126611,424071,332967,210134,122834,221404,204285,17118,2548368,395691,507211,1280478,2772724,2222684,215177,4085301,4076768,3197029,779412,-7366,107694,8533,15811725,35485000
2003:Q3,ageunder40,6321081,3677563,2905480,772083,2643518,457535,84971,72477,51785,20692,29079,27989,1090,502445,174395,43078,324041,260689,576839,117971,2902838,2898964,2062882,823874,-2643,14852,3874,3418243,35400422
2003:Q4,age70plus,10651558,3571225,3001979,569245,7080334,1312415,324670,521692,329095,192597,272537,223959,48579,1850622,210860,22801,125365,1485393,844998,108980,445310,441277,232322,121505,4667,82782,4033,10206248,17347554
2003:Q4,age55to69,20146372,6102956,5084231,1018725,14043416,1312468,514397,545722,332726,212996,315363,271318,44045,3257611,295416,435354,1112889,4014449,2076930,162817,1786264,1780375,1253545,357324,5644,163862,5889,18360108,22361434
2003:Q4,age40to54,20436180,7997196,6680537,1316660,12438984,1135357,409733,367173,225029,142143,217678,201511,16167,2817045,396831,519014,1381253,2720714,2254732,219455,4185651,4177285,3282652,787129,6350,101154,8366,16250530,35498024
2003:Q4,ageunder40,6474746,3748929,2975958,772971,2725817,462898,81761,71257,54019,17238,28627,27433,1193,552729,167972,44672,344700,250037,600706,120458,2986030,2982323,2130411,836974,2279,12658,3707,3488717,35483397
2004:Q1,age70plus,11298890,3696061,3104496,591565,7602829,1347594,319860,792971,588576,204395,279512,229844,49668,1954286,218328,26061,130201,1550078,873048,110890,460553,456439,240240,125061,4359,86778,4114,10838337,17423223
2004:Q1,age55to69,21330447,6399467,5354874,1044593,14930980,1362554,497486,917912,696217,221695,328606,282584,46022,3453660,305498,460150,1147981,4157434,2132569,167130,1839594,1833534,1294677,360643,5175,173039,6060,19490853,22672159
2004:Q1,age40to54,21008296,8211278,6891139,1320139,12797019,1168766,395282,541638,388668,152970,215659,200586,15072,2952716,392437,525294,1389098,2692531,2303103,220493,4249427,4241220,3361197,776861,5630,97532,8207,16758870,35512264
2004:Q1,ageunder40,6636344,3864952,3083483,781469,2771392,482071,78536,59725,43428,16296,30893,29547,1346,565568,160580,45627,344405,243994,639173,120820,3031253,3027712,2178527,833907,1990,13288,3540,3605092,35564050
2004:Q2,age70plus,11421765,3760648,3153584,607063,7661117,1367629,313948,747073,561138,185935,293390,242603,50787,1907815,228462,28774,133950,1577130,950214,112733,488680,484171,256207,130763,4336,92865,4508,10933085,17490190
2004:Q2,age55to69,21875998,6638940,5561588,1077352,15237058,1396589,479437,841628,639116,202512,343654,295568,48086,3455295,318691,478119,1177607,4320486,2254069,171483,1918744,1912277,1351537,369683,5068,185988,6468,19957254,22983750
2004:Q2,age40to54,21288947,8470090,7136349,1333741,12818857,1183441,380330,501263,359436,141828,213874,199915,13960,2951045,390585,525424,1390034,2676093,2385227,221540,4365152,4356828,3481336,776047,5361,94084,8324,16923796,35531609
2004:Q2,ageunder40,6790320,3971034,3194077,776958,2819286,490552,75203,72638,50486,22152,34380,32876,1503,538835,153545,45834,342488,236143,708515,121154,3111741,3108345,2254155,838046,1867,14277,3396,3678579,35639950
2004:Q3,age70plus,11684550,3892258,3268483,623774,7792293,1376247,307863,806506,598662,207844,280470,228720,51751,1867639,237466,31846,134948,1603794,1027748,117764,498329,493592,263250,138453,-1290,93178,4737,11186222,17546801
2004:Q3,age55to69,22626165,6950860,5856207,1094653,15675305,1418463,461819,907234,686426,220808,353989,303935,50054,3467040,330935,500454,1191873,4487342,2377626,178529,1991810,1985052,1410398,386844,-1497,189307,6759,20634355,23293529
2004:Q3,age40to54,21554157,8659823,7332231,1327592,12894334,1184747,365939,532395,372146,160250,209521,196642,12879,2959205,387868,528734,1372943,2660467,2467419,225096,4469117,4460820,3585543,787090,-1454,89641,8297,17085039,35559949
2004:Q3,ageunder40,6935484,4097996,3316155,781841,2837489,491223,71977,68109,48931,19177,33787,32137,1651,513495,146301,46418,336396,228297,778412,123074,3197476,3194240,2327955,852488,-494,14291,3237,3738008,35708662
2004:Q4,age70plus,12090729,3996960,3375946,621015,8093769,1393340,307412,816862,671005,145857,312585,260067,52518,2066761,241550,32013,143746,1600442,1054711,124345,523443,518638,273386,138393,-1688,108547,4805,11567286,17591949
2004:Q4,age55to69,23722344,7237411,6109654,1127757,16484933,1475008,467138,972347,807639,164707,368101,316943,51159,3796549,344735,521633,1314749,4577306,2460166,187203,2120699,2113703,1497078,407647,-2053,211031,6996,21601646,23599084
2004:Q4,age40to54,22299051,8899497,7550928,1348569,13399555,1229585,363098,547400,430817,116583,217377,204077,13300,3146126,394409,551382,1481429,2746323,2493859,228568,4562574,4554154,3661946,804033,-1993,90168,8420,17736478,35600204
2004:Q4,ageunder40,7170554,4231882,3431004,800878,2938672,502192,71689,68382,38586,29796,39973,37928,2045,559433,148477,48938,355474,238633,779172,126308,3297653,3294374,2409329,870046,-706,15705,3279,3872901,35768082
2005:Q1,age70plus,12147907,4104180,3486829,617351,8043727,1407943,295670,792250,641680,150570,294649,241318,53330,2052434,237243,30713,134499,1582600,1087634,128092,493882,489088,254914,128629,-4863,110408,4793,11654025,17626697
